qValue,rValue,sValue
0.0035,11.0086466,2.01049924
0.003620549,13.9868372,2.55410665
0.00374525,11.2488213,1.08826513
0.003874246,9.32215867,0.695221026
0.004007685,11.0820818,1.49982392
0.00414572,12.0562795,1.10787267
0.004288509,10.9636156,0.604910771
0.004436216,8.56821202,0.482754565
0.004589011,8.05026163,0.659517289
0.004747068,7.33563288,0.475231283
0.00491057,6.50487281,0.359317304
0.005079702,5.84703258,0.322624496
0.00525466,5.06686683,0.32766139
0.005435644,4.47032679,0.218636137
0.005622862,4.03399386,0.21308846
0.005816528,3.47622715,0.183541663
0.006016864,3.0705793,0.140371696
0.0062241,2.69030565,0.127183113
0.006438474,2.44106248,0.123859543
0.006660232,2.12809362,0.0870538
0.006889627,1.94429897,0.098616135
0.007126923,1.70079387,0.064867024
0.007372393,1.53432962,0.070180023
0.007626317,1.37102783,0.054722023
0.007888987,1.21566883,0.042031175
0.008160704,1.09446305,0.047193959
0.00844178,0.981000083,0.032248025
0.008732536,0.881071884,0.031045985
0.009033307,0.793960245,0.026535523
0.009344437,0.730071835,0.027280794
0.009666284,0.657984548,0.018817241
0.009999216,0.58856573,0.01772493
0.010343614,0.53555555,0.016355066
0.010699875,0.488769641,0.013662372
0.011068406,0.445658459,0.01291681
0.01144963,0.409774696,0.010963446
0.011843985,0.376611722,0.009773695
0.012251922,0.348947024,0.009060766
0.01267391,0.323878065,0.007945659
0.013110432,0.300187354,0.007000913
0.013561989,0.276979664,0.006170946
0.014029099,0.259023537,0.005951696
0.014512297,0.242367545,0.005286826
0.015012137,0.229097419,0.004803071
0.015529194,0.213985222,0.004105171
0.016064059,0.202482642,0.003638147
0.016617347,0.191836288,0.003308946
0.017189691,0.183046241,0.002972354
0.017781748,0.174766675,0.002815735
0.018394197,0.167890911,0.002486849
0.01902774,0.160761749,0.002274866
0.019683105,0.155498884,0.00210973
0.020361041,0.150840447,0.002009715
0.021062328,0.14642944,0.001860882
0.021787768,0.142828801,0.00177087
0.022538195,0.139713466,0.001594614
0.023314468,0.136195976,0.001537848
0.024117478,0.133699956,0.001443505
0.024948146,0.131615514,0.001366938
0.025807424,0.129520183,0.001316626
0.026696298,0.127876945,0.001229366
