qValue,rValue,sValue
0.0035,-1.0558311,3.039708658
0.003620549,-1.0600783,3.821946328
0.00374525,-0.7775749,1.600249661
0.003874246,-0.59174587,1.026800061
0.004007685,-0.5109119,2.209316876
0.00414572,-0.5198293,1.633381544
0.004288509,-0.34355,0.883120787
0.004436216,-0.30925571,0.698487469
0.004589011,0.03619233,0.949730451
0.004747068,0.02427794,0.684155646
0.00491057,-0.04503351,0.52057903
0.005079702,0.11073519,0.461416538
0.00525466,0.17967385,0.466282785
0.005435644,0.17223553,0.308642858
0.005622862,0.19600824,0.302670692
0.005816528,0.27170221,0.259986128
0.006016864,0.20622981,0.198350841
0.0062241,0.22561416,0.179881067
0.006438474,0.25904222,0.174631078
0.006660232,0.24199274,0.122254209
0.006889627,0.2560306,0.138387739
0.007126923,0.25438045,0.091166165
0.007372393,0.22874234,0.098003716
0.007626317,0.26340515,0.077075326
0.007888987,0.22390183,0.059060635
0.008160704,0.229912922,0.0663554
0.00844178,0.216530068,0.045499909
0.008732536,0.218575586,0.043822656
0.009033307,0.203292558,0.037354988
0.009344437,0.206580811,0.038312505
0.009666284,0.190962903,0.026557703
0.009999216,0.18456629,0.024946625
0.010343614,0.174761788,0.023093665
0.010699875,0.169987804,0.019342444
0.011068406,0.166912527,0.018403767
0.01144963,0.161152573,0.015558052
0.011843985,0.152449836,0.013923272
0.012251922,0.146048206,0.012865701
0.01267391,0.139747396,0.011353295
0.013110432,0.136762769,0.009962482
0.013561989,0.130102185,0.008847059
0.014029099,0.124864507,0.008579938
0.014512297,0.120728628,0.007677373
0.015012137,0.117209936,0.006918226
0.015529194,0.112765246,0.005996633
0.016064059,0.109975389,0.005307165
0.016617347,0.107558339,0.004853674
0.017189691,0.10315683,0.004366631
0.017781748,0.103056485,0.004172093
0.018394197,0.101602716,0.0037038
0.01902774,0.100737331,0.0034161
0.019683105,0.099727898,0.003186859
0.020361041,0.099077417,0.003050209
0.021062328,0.099722982,0.00285497
0.021787768,0.100372523,0.0027332
0.022538195,0.099972916,0.002474068
0.023314468,0.100615282,0.002409549
0.024117478,0.10111688,0.002271234
0.024948146,0.101047963,0.002161416
0.025807424,0.101914805,0.002094498
0.026696298,0.102779189,0.001971783
0.027615787,0.102030726,0.00193025
0.028566946,0.101393941,0.001949696
0.029550865,0.100733,0.001819669
0.030568673,0.100350003,0.001809181
0.031621536,0.099304745,0.001702315
0.032710663,0.097463331,0.001666278
0.033837302,0.095546781,0.001611969
0.035002746,0.092975983,0.001633471
0.03620833,0.090204389,0.001543681
0.037455438,0.086443437,0.001427856
0.0387455,0.082137907,0.001372431
0.040079994,0.077661625,0.0012743
0.041460452,0.072267075,0.001201285
0.042888456,0.066115665,0.001091997
0.044365645,0.059420598,0.001016942
0.045893712,0.052910386,0.000931716
0.047474409,0.046229674,0.00086123
0.049109549,0.039625139,0.000799304
0.050801008,0.033859085,0.000751257
0.052550725,0.028408546,0.000739698
0.054360707,0.024196965,0.000694145
0.05623303,0.021011148,0.000641543
0.05816984,0.019154098,0.000600436
0.060173358,0.018135921,0.000576014
0.062245883,0.018312326,0.000551304
0.064389791,0.018810886,0.000532322
0.066607541,0.019587825,0.000522712
0.068901676,0.020618049,0.000509639
0.071274826,0.020913904,0.000519682
0.073729714,0.020212701,0.000489433
0.076269155,0.019314299,0.000458417
0.07889606,0.017641245,0.000435149
0.081613443,0.015827526,0.000413343
0.08442442,0.013978572,0.00039318
0.087332213,0.012208289,0.000371844
0.090340159,0.011294555,0.000360874
0.093451706,0.010880426,0.000344005
0.096670423,0.010985299,0.000333266
0.1,0.011092514,0.00036406
0.102,0.011530697,0.000415362
0.104,0.011286093,0.00041481
0.106,0.011384557,0.000432164
0.108,0.011196756,0.000431277
0.11,0.011034117,0.000436629
0.112,0.010961447,0.000440293
0.114,0.010453807,0.000442534
0.116,0.010113387,0.000441137
0.118,0.009806032,0.000442408
0.12,0.009158272,0.000432001
0.122,0.009064354,0.000412734
0.124,0.008763814,0.000401102
0.126,0.008437694,0.000395293
0.128,0.008502789,0.000387032
0.13,0.008342233,0.000380423
0.132,0.008138855,0.000373731
0.134,0.008162462,0.000369636
0.136,0.007882223,0.000364212
0.138,0.007607255,0.00036085
0.14,0.007647677,0.00037191
0.142,0.007495867,0.000390674
0.144,0.00737175,0.000399612
0.146,0.007169744,0.000385028
0.148,0.007027434,0.000365
0.15,0.007054419,0.000353311
0.152,0.007152076,0.000346263
0.154,0.006939235,0.00034339
0.156,0.00729123,0.000340767
0.158,0.007144333,0.000337663
0.16,0.007492059,0.000336123
0.162,0.007521229,0.000333145
0.164,0.00751108,0.000330898
0.166,0.00771934,0.000327403
0.168,0.00788819,0.000323715
0.17,0.007551086,0.000322194
0.172,0.007849227,0.00031862
0.174,0.007560955,0.000325638
0.176,0.007480361,0.000328946
0.178,0.007186217,0.000318092
0.18,0.006983145,0.000326732
0.182,0.006772433,0.000313428
0.184,0.006694122,0.000305816
0.186,0.006423429,0.000303982
0.188,0.00615898,0.000301768
0.19,0.005946438,0.000301024
0.192,0.00563315,0.000297803
0.194,0.005485539,0.000295374
0.196,0.005316208,0.000292757
0.198,0.005173555,0.000289882
0.2,0.005020684,0.000287364
0.202,0.004997159,0.000285525
0.204,0.00480804,0.000282036
0.206,0.004652797,0.00028173
0.208,0.004560129,0.000278565
0.21,0.004609636,0.000275491
0.212,0.004505903,0.000274426
0.214,0.004342992,0.000279738
0.216,0.004147751,0.000283008
0.218,0.004238662,0.000273667
0.22,0.004207203,0.000271243
0.222,0.004260755,0.000268911
0.224,0.004081306,0.000265965
0.226,0.004168841,0.000263548
0.228,0.003984203,0.000263252
0.23,0.003958043,0.000265868
0.232,0.004086766,0.000273566
0.234,0.003823262,0.000275689
0.236,0.003767166,0.000280547
0.238,0.003645289,0.000281714
0.24,0.003765058,0.000282479
0.242,0.003561277,0.000276813
0.244,0.003653247,0.000268692
0.246,0.003501231,0.000266556
0.248,0.003495773,0.000263535
0.25,0.003422066,0.000272713
0.252,0.003435044,0.00026411
0.254,0.003425245,0.000259216
0.256,0.003350467,0.000255845
0.258,0.003488685,0.00025443
0.26,0.00338977,0.000252017
0.262,0.003216263,0.000251255
0.264,0.003423949,0.000248489
0.266,0.003322433,0.000247547
0.268,0.003191089,0.000245418
0.27,0.003042422,0.000243486
0.272,0.003214938,0.000239552
0.274,0.002975277,0.000238044
0.276,0.003011858,0.000236232
0.278,0.003149923,0.00023611
0.28,0.00299348,0.000235846
0.282,0.003022168,0.000235792
0.284,0.002952059,0.000239388
0.286,0.003072159,0.00024226
0.288,0.003029883,0.0002349
0.29,0.002853377,0.000233007
0.292,0.002884508,0.000231104
0.294,0.002819225,0.000229723
0.296,0.00285115,0.000233284
0.298,0.002815643,0.00023636
0.3,0.002848591,0.000231111
0.302,0.002853823,0.000229232
0.304,0.002824069,0.000226516
0.306,0.00278631,0.000224231
0.308,0.002735228,0.000223837
0.31,0.002814889,0.000223425
0.312,0.002651962,0.000222399
