qValue,rValue,sValue
0.0035,10.8234628,1.97721965
0.003620549,13.8561319,2.53069929
0.00374525,11.1850253,1.07902598
0.003874246,9.35354515,0.6961209
0.004007685,11.2643292,1.5221506
0.00414572,12.1064674,1.11226716
0.004288509,11.0490306,0.60968099
0.004436216,8.68777465,0.489737572
0.004589011,8.1883954,0.670616047
0.004747068,7.51898501,0.487035359
0.00491057,6.66040371,0.367902712
0.005079702,6.02132975,0.332193906
0.00525466,5.22812116,0.338148848
0.005435644,4.63656336,0.226708177
0.005622862,4.19694514,0.221669445
0.005816528,3.65563026,0.193023642
0.006016864,3.25728635,0.148916269
0.0062241,2.86810007,0.135545286
0.006438474,2.61407628,0.13265779
0.006660232,2.29485812,0.093845781
0.006889627,2.12002538,0.107522365
0.007126923,1.86653638,0.07118744
0.007372393,1.68578661,0.077085152
0.007626317,1.53828998,0.061388916
0.007888987,1.36720759,0.047258139
0.008160704,1.25471078,0.054092633
0.00844178,1.13102762,0.037161678
0.008732536,1.02978919,0.036272072
0.009033307,0.932477203,0.031151458
0.009344437,0.863757079,0.032265035
0.009666284,0.787261728,0.022509324
0.009999216,0.717379151,0.021593983
0.010343614,0.659727812,0.02013157
0.010699875,0.607848772,0.016977189
0.011068406,0.564913483,0.016359358
0.01144963,0.521821742,0.013943316
0.011843985,0.486102159,0.012600343
0.012251922,0.454893774,0.011794137
0.01267391,0.42760584,0.010478002
0.013110432,0.400637454,0.009330946
0.013561989,0.374233473,0.008325993
0.014029099,0.354997297,0.008141953
0.014512297,0.337261657,0.007343479
0.015012137,0.3201547,0.00669738
0.015529194,0.305163596,0.005841862
0.016064059,0.291685049,0.005227809
0.016617347,0.279318031,0.00480615
0.017189691,0.272098968,0.004405344
0.017781748,0.26351264,0.004231039
0.018394197,0.256055307,0.003780653
0.01902774,0.249069272,0.00351158
0.019683105,0.244266153,0.003301082
0.020361041,0.240409049,0.00319004
0.021062328,0.236431179,0.002993162
0.021787768,0.233191559,0.002877412
0.022538195,0.230163779,0.002615174
0.023314468,0.227140243,0.002552245
0.024117478,0.224362183,0.002411303
0.024948146,0.221133011,0.002285014
0.025807424,0.219429074,0.002219301
0.026696298,0.21698152,0.00207558
0.027615787,0.213576634,0.002024213
0.028566946,0.210600133,0.002037184
0.029550865,0.207747416,0.001897569
0.030568673,0.203884109,0.001876793
0.031621536,0.200508923,0.001758035
0.032710663,0.196704066,0.001711763
0.033837302,0.192369425,0.001648235
0.035002746,0.188024633,0.001664763
0.03620833,0.182428306,0.001554222
0.037455438,0.177423513,0.001434536
0.0387455,0.171598936,0.001368016
0.040079994,0.16451301,0.001261111
0.041460452,0.156985019,0.001179044
0.042888456,0.148925761,0.001056959
0.044365645,0.141341987,0.000978232
0.045893712,0.132750347,0.000880028
0.047474409,0.12420377,0.000797924
0.049109549,0.116465555,0.000727753
0.050801008,0.109153774,0.000669097
0.052550725,0.102459102,0.000643487
0.054360707,0.09730927,0.000594681
0.05623303,0.093472414,0.000541962
0.05816984,0.090654014,0.000500252
0.060173358,0.089143015,0.000476345
0.062245883,0.088747057,0.000455491
0.064389791,0.088934789,0.000439811
0.066607541,0.089768938,0.000433184
0.068901676,0.09030007,0.000424086
0.071274826,0.090159553,0.00043198
0.073729714,0.089361405,0.000405916
0.076269155,0.088165503,0.000378936
0.07889606,0.086153677,0.000355971
0.081613443,0.083611497,0.000333811
0.08442442,0.081292527,0.000313569
0.087332213,0.079372046,0.00029404
0.090340159,0.07802224,0.000282542
0.093451706,0.077334225,0.000268912
0.096670423,0.077179276,0.000260127
0.1,0.07731932,0.000284154
0.102,0.077398712,0.000324302
0.104,0.07736365,0.000323688
0.106,0.07728153,0.00033736
0.108,0.077014121,0.000336525
0.11,0.076912494,0.000340664
0.112,0.076467343,0.000342664
0.114,0.07614514,0.000343531
0.116,0.075644139,0.00034142
0.118,0.075159327,0.000342021
0.12,0.074639544,0.00033308
0.122,0.074162456,0.000317009
0.124,0.07381835,0.000307958
0.126,0.073480783,0.000302982
0.128,0.073163322,0.000295755
0.13,0.072847017,0.000290466
0.132,0.072532714,0.000284529
0.134,0.072429552,0.000281268
0.136,0.072168662,0.000276963
0.138,0.071690515,0.000272954
0.14,0.071488864,0.000280983
0.142,0.071307196,0.000295755
0.144,0.071053726,0.000301873
0.146,0.070970976,0.000290317
0.148,0.070730478,0.000274899
0.15,0.07087584,0.00026658
0.152,0.070786608,0.000261394
0.154,0.070824377,0.000259275
0.156,0.070790274,0.000257743
0.158,0.070942684,0.000255636
0.16,0.070923442,0.000254462
0.162,0.071106199,0.000253127
0.164,0.071103307,0.000251072
0.166,0.071080929,0.000248641
0.168,0.070970972,0.000246138
0.17,0.070881849,0.000244449
0.172,0.070656453,0.000241557
0.174,0.070578876,0.000246939
0.176,0.070308489,0.000248983
0.178,0.07002118,0.000240533
0.18,0.06967645,0.000246393
0.182,0.069412859,0.000236181
