qValue,rValue,sValue
0.0035,10.9213717,1.99448082
0.003620549,13.8810762,2.53497782
0.00374525,11.1732676,1.08015584
0.003874246,9.29601469,0.692677415
0.004007685,11.0976408,1.50184149
0.00414572,11.9874791,1.10206207
0.004288509,10.9045185,0.601681319
0.004436216,8.52236051,0.480344568
0.004589011,7.99468117,0.654911642
0.004747068,7.30835682,0.473294259
0.00491057,6.47824114,0.3578213
0.005079702,5.81823249,0.32095692
0.00525466,5.02603024,0.325005466
0.005435644,4.42681863,0.216467478
0.005622862,4.00448943,0.211512918
0.005816528,3.44393408,0.181816778
0.006016864,3.05674035,0.139747448
0.0062241,2.66539445,0.125992022
0.006438474,2.41644599,0.122639197
0.006660232,2.1083461,0.086232093
0.006889627,1.92810437,0.097801798
0.007126923,1.68821321,0.064385635
0.007372393,1.50959677,0.069031383
0.007626317,1.35957214,0.054274517
0.007888987,1.19555492,0.041341696
0.008160704,1.08748992,0.046902708
0.00844178,0.968402534,0.03183036
0.008732536,0.870178859,0.030666682
0.009033307,0.780310465,0.026073874
0.009344437,0.71605109,0.02676017
0.009666284,0.645517475,0.018460601
0.009999216,0.580246744,0.017477107
0.010343614,0.526482173,0.016080048
0.010699875,0.478025327,0.013359655
0.011068406,0.436677005,0.012659408
0.01144963,0.401324924,0.010733556
0.011843985,0.367966083,0.009548902
0.012251922,0.33851856,0.008787242
0.01267391,0.315890676,0.007750809
0.013110432,0.291564803,0.006799697
0.013561989,0.269197602,0.005999119
0.014029099,0.251327565,0.005775165
0.014512297,0.23622728,0.005158166
0.015012137,0.222152562,0.004657722
0.015529194,0.208164764,0.003994255
0.016064059,0.19575681,0.0035198
0.016617347,0.184996526,0.003192727
0.017189691,0.177359698,0.002879979
0.017781748,0.16880556,0.002719156
0.018394197,0.162141735,0.002402517
0.01902774,0.15541402,0.002199351
0.019683105,0.149216119,0.002026498
0.020361041,0.145434219,0.001937609
0.021062328,0.140608017,0.001787962
0.021787768,0.136992388,0.001699314
0.022538195,0.134006531,0.001530256
0.023314468,0.130930068,0.001479154
0.024117478,0.128300999,0.001385497
0.024948146,0.125890503,0.001307978
0.025807424,0.124318335,0.001264413
0.026696298,0.122127193,0.001174872
0.027615787,0.120686041,0.001150756
0.028566946,0.118951601,0.00115714
0.029550865,0.11722059,0.001076999
0.030568673,0.11576441,0.001072207
0.031621536,0.11379277,0.00100364
0.032710663,0.111880472,0.000979304
0.033837302,0.11001382,0.000948688
0.035002746,0.107754492,0.000959953
0.03620833,0.106280488,0.000910921
0.037455438,0.104017239,0.000846401
0.0387455,0.101632639,0.000815235
0.040079994,0.098535611,0.000760358
0.041460452,0.095806627,0.000724046
0.042888456,0.092982841,0.000664179
0.044365645,0.090182544,0.000628092
0.045893712,0.087288572,0.000582195
0.047474409,0.084763482,0.000547704
0.049109549,0.082182177,0.00051613
0.050801008,0.080192804,0.000493958
0.052550725,0.078308622,0.000494041
0.054360707,0.076550619,0.000469806
0.05623303,0.075656359,0.000440067
0.05816984,0.074758164,0.000413968
0.060173358,0.074326903,0.000398493
0.062245883,0.074193059,0.000382028
0.064389791,0.073996794,0.00036716
0.066607541,0.074045968,0.000358512
0.068901676,0.073962571,0.000348663
0.071274826,0.073544781,0.000353663
0.073729714,0.073127143,0.000333316
0.076269155,0.072421735,0.000312394
0.07889606,0.071766816,0.000297516
0.081613443,0.071152482,0.000284945
0.08442442,0.070439609,0.000272439
0.087332213,0.069962287,0.000259734
0.090340159,0.069629784,0.000252681
0.093451706,0.069379005,0.000241769
0.096670423,0.069309792,0.000234052
0.1,0.069226321,0.000254907
0.102,0.069096369,0.00029013
0.104,0.06900709,0.000289277
0.106,0.068901478,0.000301436
0.108,0.068753719,0.00030104
0.11,0.068714784,0.000304904
0.112,0.068659761,0.000308312
0.114,0.068526144,0.000309729
0.116,0.068380751,0.000309226
0.118,0.068167563,0.000310631
0.12,0.067975915,0.000303907
0.122,0.067612078,0.000289583
0.124,0.067685081,0.000282727
0.126,0.067397619,0.000278249
0.128,0.067333249,0.000272606
0.13,0.067133559,0.000268094
0.132,0.067039318,0.000263328
0.134,0.067045832,0.000260739
0.136,0.066873047,0.000256995
0.138,0.066790528,0.0002547
0.14,0.066584619,0.00026214
0.142,0.066432132,0.000275833
0.144,0.066333394,0.000282201
0.146,0.066272328,0.000271403
0.148,0.066187466,0.000257549
0.15,0.06611352,0.000248914
0.152,0.065997987,0.000243991
0.154,0.066026666,0.000241979
0.156,0.065857642,0.000240097
0.158,0.066011808,0.000238139
0.16,0.065773851,0.000236326
0.162,0.065826596,0.000234651
0.164,0.065726876,0.000232466
0.166,0.065639429,0.000229908
0.168,0.065538235,0.000227597
0.17,0.065392817,0.000225857
0.172,0.065243912,0.000223383
0.174,0.065233359,0.000228575
0.176,0.065186797,0.000231183
0.178,0.065031739,0.000223649
0.18,0.064844845,0.000229574
0.182,0.064808564,0.000220743
0.184,0.064794344,0.000215901
0.186,0.064657809,0.000214633
0.188,0.064551291,0.000213061
0.19,0.064508951,0.000212951
0.192,0.064361512,0.000210621
0.194,0.064243158,0.000208962
0.196,0.064277103,0.000207565
0.198,0.064117192,0.000205572
0.2,0.063968007,0.00020352
0.202,0.06395202,0.00020255
0.204,0.063885252,0.00020015
0.206,0.063838941,0.000200037
0.208,0.063801771,0.000198083
0.21,0.063626411,0.000195613
0.212,0.063754314,0.000195398
0.214,0.06351832,0.000198891
0.216,0.063441576,0.000201004
0.218,0.063415895,0.000194601
0.22,0.063341968,0.000192805
0.222,0.063338735,0.00019116
0.224,0.063306332,0.000189277
0.226,0.063238535,0.000187609
0.228,0.063082004,0.000187266
0.23,0.063007591,0.000188925
0.232,0.063092198,0.000195147
0.234,0.063096284,0.000196734
0.236,0.062952318,0.000199502
0.238,0.062939573,0.00020054
0.24,0.062791299,0.000200872
0.242,0.062811744,0.00019709
0.244,0.062774389,0.00019132
0.246,0.062774925,0.000189754
0.248,0.062609806,0.000187603
0.25,0.062691724,0.000194386
0.252,0.062617838,0.000188001
0.254,0.062544756,0.000184741
0.256,0.062503418,0.000182322
0.258,0.062426639,0.000181381
0.26,0.062396023,0.000179562
0.262,0.062354278,0.000178902
0.264,0.062333724,0.000177228
0.266,0.062293949,0.00017643
0.268,0.062233803,0.000175013
0.27,0.062112561,0.000173358
0.272,0.062031421,0.00017057
0.274,0.062103829,0.000169707
0.276,0.061996065,0.000168385
0.278,0.061976693,0.000168315
0.28,0.061892651,0.000168018
0.282,0.061825291,0.000168136
0.284,0.061831059,0.000170724
0.286,0.061698292,0.000172463
0.288,0.061622647,0.000167462
0.29,0.061564768,0.000165986
