qValue,rValue,sValue
0.0035,11.3293133,2.06919084
0.003620549,14.3736929,2.62502481
0.00374525,11.432856,1.11089663
0.003874246,9.51827906,0.71080262
0.004007685,11.353682,1.53637272
0.00414572,12.3159577,1.13289698
0.004288509,11.1770476,0.616758223
0.004436216,8.65739701,0.487610574
0.004589011,8.22612955,0.674051074
0.004747068,7.49164103,0.485207413
0.00491057,6.65725002,0.367650538
0.005079702,5.98482789,0.330182586
0.00525466,5.19876909,0.336251152
0.005435644,4.57864158,0.223902142
0.005622862,4.14767007,0.219100152
0.005816528,3.60920516,0.19056632
0.006016864,3.18752415,0.145707028
0.0062241,2.80728835,0.132681922
0.006438474,2.55372531,0.129639629
0.006660232,2.22847093,0.091161408
0.006889627,2.05487064,0.104216196
0.007126923,1.81123275,0.069088375
0.007372393,1.61548649,0.073852827
0.007626317,1.47797338,0.058986223
0.007888987,1.30306337,0.045048569
0.008160704,1.19812121,0.051659887
0.00844178,1.06690806,0.035055
0.008732536,0.968660849,0.03412106
0.009033307,0.878311977,0.029342434
0.009344437,0.809398149,0.030248385
0.009666284,0.731950348,0.020930126
0.009999216,0.664754382,0.020010099
0.010343614,0.607197438,0.018534933
0.010699875,0.555806641,0.015528522
0.011068406,0.515344867,0.014931098
0.01144963,0.473827365,0.012668184
0.011843985,0.436743958,0.011323369
0.012251922,0.405725648,0.010522332
0.01267391,0.378799334,0.009283538
0.013110432,0.351593459,0.008191584
0.013561989,0.328731182,0.007317767
0.014029099,0.309279504,0.007097045
0.014512297,0.290397915,0.006328902
0.015012137,0.273118085,0.005718126
0.015529194,0.256918314,0.0049217
0.016064059,0.24536716,0.00440174
0.016617347,0.232037744,0.00399646
0.017189691,0.223361493,0.003619572
0.017781748,0.214342228,0.003446326
0.018394197,0.207120362,0.003061439
0.01902774,0.199508975,0.002816857
0.019683105,0.19314949,0.002615034
0.020361041,0.188291629,0.002502212
0.021062328,0.184576763,0.002339898
0.021787768,0.180433486,0.002230594
0.022538195,0.178223957,0.002028031
0.023314468,0.175016113,0.001969946
0.024117478,0.172378024,0.001856157
0.024948146,0.170647851,0.001766733
0.025807424,0.168691894,0.0017091
0.026696298,0.167128979,0.001601898
0.027615787,0.165365516,0.001570033
0.028566946,0.16369067,0.001586174
0.029550865,0.161523374,0.001477881
0.030568673,0.159725127,0.001473052
0.031621536,0.157580485,0.001383989
0.032710663,0.154817947,0.001349073
0.033837302,0.152308475,0.001307482
0.035002746,0.149675991,0.001326969
0.03620833,0.146017035,0.001245783
0.037455438,0.142063403,0.001150658
0.0387455,0.137981757,0.001101819
0.040079994,0.133067098,0.001021961
0.041460452,0.127835832,0.000961536
0.042888456,0.122451241,0.000870651
0.044365645,0.116353784,0.000806497
0.045893712,0.110895695,0.000736432
0.047474409,0.105087144,0.000676204
0.049109549,0.099657168,0.000623597
0.050801008,0.094768484,0.000581724
0.052550725,0.090269767,0.000567778
0.054360707,0.086662997,0.000530117
0.05623303,0.084191581,0.000488532
0.05816984,0.082308991,0.000454478
0.060173358,0.081356,0.000434927
0.062245883,0.08115187,0.000416884
0.064389791,0.081426618,0.00040293
0.066607541,0.081885956,0.000395388
0.068901676,0.082095733,0.000385899
0.071274826,0.082011341,0.000393159
0.073729714,0.081393859,0.000369926
0.076269155,0.080392298,0.000345813
0.07889606,0.079004157,0.00032658
0.081613443,0.077238042,0.000308535
0.08442442,0.075889065,0.000292779
0.087332213,0.074446192,0.000275771
0.090340159,0.0735628,0.000266382
0.093451706,0.073119869,0.000254244
0.096670423,0.072965745,0.000245896
0.1,0.07313653,0.000268788
0.102,0.073247402,0.000306908
0.104,0.073135713,0.000305943
