qValue,rValue,sValue
0.0035,11.0758822,2.02285004
0.003620549,14.1303252,2.58078855
0.00374525,11.2647831,1.092199
0.003874246,9.41448099,0.701260141
0.004007685,11.23569,1.51922307
0.00414572,12.1936314,1.12122199
0.004288509,11.0790191,0.611319107
0.004436216,8.64336663,0.486915158
0.004589011,8.17142796,0.669245507
0.004747068,7.47375712,0.483916584
0.00491057,6.64292846,0.366886293
0.005079702,5.97234112,0.329401224
0.00525466,5.1837989,0.335172256
0.005435644,4.56970798,0.223465763
0.005622862,4.14452408,0.218866167
0.005816528,3.59632579,0.189844471
0.006016864,3.19485688,0.146035217
0.0062241,2.80763051,0.132667503
0.006438474,2.55578047,0.129663797
0.006660232,2.23653081,0.091467327
0.006889627,2.05252286,0.104104938
0.007126923,1.81039505,0.069038649
0.007372393,1.62907185,0.074462076
0.007626317,1.47807393,0.058984607
0.007888987,1.31255248,0.045373635
0.008160704,1.19538044,0.051526157
0.00844178,1.07714508,0.035396382
0.008732536,0.977318357,0.034416222
0.009033307,0.880498378,0.029412383
0.009344437,0.813452995,0.030386769
0.009666284,0.73740657,0.021082364
0.009999216,0.667285727,0.020084771
0.010343614,0.612209214,0.018688611
0.010699875,0.559513035,0.015634613
0.011068406,0.516256131,0.014955168
0.01144963,0.474626975,0.012687525
0.011843985,0.440100235,0.011408451
0.012251922,0.410081984,0.010632418
0.01267391,0.382327922,0.009371154
0.013110432,0.3552833,0.008276477
0.013561989,0.330342567,0.0073546
0.014029099,0.310859488,0.007132628
0.014512297,0.293009009,0.006385394
0.015012137,0.274071418,0.005736712
0.015529194,0.259865159,0.004979427
0.016064059,0.245866799,0.004410895
0.016617347,0.233224547,0.004016508
0.017189691,0.224550409,0.003638434
0.017781748,0.215673571,0.003466466
0.018394197,0.207477372,0.003065752
0.01902774,0.200409991,0.002828973
0.019683105,0.193816549,0.002623019
0.020361041,0.188923796,0.002510256
0.021062328,0.185029161,0.002346444
0.021787768,0.181171843,0.002239893
0.022538195,0.178394112,0.002030239
0.023314468,0.175322946,0.001972779
0.024117478,0.173099076,0.001863654
0.024948146,0.170019321,0.001760103
0.025807424,0.168393277,0.001706044
0.026696298,0.166691507,0.001597409
0.027615787,0.165230756,0.00156899
0.028566946,0.163277013,0.001582715
0.029550865,0.160668722,0.001470434
0.030568673,0.159021698,0.001466705
0.031621536,0.157099507,0.001379436
0.032710663,0.154344483,0.001345159
0.033837302,0.151414762,0.00129985
0.035002746,0.148553674,0.001316981
0.03620833,0.144884889,0.001236483
0.037455438,0.141177526,0.00114348
0.0387455,0.137082753,0.001094815
0.040079994,0.13208023,0.001014185
0.041460452,0.126913241,0.000954911
0.042888456,0.121492068,0.00086385
0.044365645,0.116022688,0.000804334
0.045893712,0.11011629,0.000731288
0.047474409,0.104445511,0.000672043
0.049109549,0.099232936,0.000620904
0.050801008,0.094202292,0.000578206
0.052550725,0.090195251,0.000567279
0.054360707,0.086389604,0.000528254
0.05623303,0.084165253,0.000488285
0.05816984,0.082035525,0.000452949
0.060173358,0.081410544,0.000435227
0.062245883,0.081062761,0.000416307
0.064389791,0.08137599,0.000402713
0.066607541,0.081638805,0.000394164
0.068901676,0.081943566,0.000385183
0.071274826,0.081688915,0.000391705
0.073729714,0.081260396,0.000369157
0.076269155,0.080170027,0.000344765
0.07889606,0.07895029,0.000326338
0.081613443,0.0773277,0.00030884
0.08442442,0.075786636,0.000292447
0.087332213,0.074500784,0.000276032
0.090340159,0.073588876,0.000266457
0.093451706,0.073116983,0.00025428
0.096670423,0.073081161,0.000246238
0.1,0.073142432,0.000268779
0.102,0.07312051,0.000306368
0.104,0.073150755,0.000306053
0.106,0.073036611,0.000318785
0.108,0.072860996,0.000318372
0.11,0.072549779,0.000321302
0.112,0.072454797,0.000324732
0.114,0.072163727,0.000325537
0.116,0.071891481,0.00032435
0.118,0.071656696,0.000325942
0.12,0.071159313,0.000317434
0.122,0.070785355,0.0003024
0.124,0.070578188,0.000294258
0.126,0.070311405,0.000289799
0.128,0.070019835,0.00028298
0.13,0.069938136,0.000278725
0.132,0.069724563,0.000273354
0.134,0.06960243,0.00027019
0.136,0.069414975,0.000266308
0.138,0.069133088,0.000263116
0.14,0.068907929,0.000270699
0.142,0.068676522,0.000284642
0.144,0.06863414,0.000291452
0.146,0.068531548,0.000280215
0.148,0.068434214,0.000265833
0.15,0.068211807,0.000256422
0.152,0.068294886,0.000251976
0.154,0.06820861,0.000249543
0.156,0.068172765,0.000248076
0.158,0.068165681,0.000245488
0.16,0.068172017,0.000244463
0.162,0.06823978,0.000242781
0.164,0.068145256,0.000240537
0.166,0.06815291,0.000238228
0.168,0.068068361,0.000235903
0.17,0.067912457,0.000234127
0.172,0.06784192,0.000231863
0.174,0.067695452,0.000236714
0.176,0.067582094,0.000239253
0.178,0.067351349,0.000231214
0.18,0.067047746,0.000236949
0.182,0.06688948,0.000227456
0.184,0.066728994,0.000222011
0.186,0.066527628,0.00022054
0.188,0.066320725,0.000218554
0.19,0.066216598,0.000218254
0.192,0.065914444,0.000215359
0.194,0.065818092,0.000213777
0.196,0.065616499,0.000211618
0.198,0.065422701,0.000209417
0.2,0.065312048,0.000207489
0.202,0.065188325,0.000206142
0.204,0.065003254,0.000203343
0.206,0.064882761,0.000203006
0.208,0.064819901,0.000200971
0.21,0.064711525,0.000198701
