qValue,rValue,sValue
0.0035,11.3609442,2.07487754
0.003620549,14.4447748,2.6378889
0.00374525,11.5285469,1.11872808
0.003874246,9.56764453,0.714366239
0.004007685,11.3715035,1.53927877
0.00414572,12.3506013,1.13596133
0.004288509,11.2277301,0.619449134
0.004436216,8.71697158,0.491025319
0.004589011,8.28611152,0.678759442
0.004747068,7.55646627,0.48953649
0.00491057,6.68864392,0.369468626
0.005079702,6.04148653,0.33333131
0.00525466,5.23838229,0.338786625
0.005435644,4.62908061,0.226394974
0.005622862,4.16984668,0.220204707
0.005816528,3.64287189,0.19231179
0.006016864,3.21354963,0.146916981
0.0062241,2.83053043,0.133780488
0.006438474,2.56746273,0.130280501
0.006660232,2.25017845,0.092040783
0.006889627,2.06389817,0.104680551
0.007126923,1.82642055,0.069658706
0.007372393,1.6417857,0.075076176
0.007626317,1.48997859,0.059468483
0.007888987,1.31412356,0.045434468
0.008160704,1.19809831,0.051663095
0.00844178,1.07520155,0.035332708
0.008732536,0.973475477,0.034287861
0.009033307,0.8798054,0.029393111
0.009344437,0.81117108,0.030298082
0.009666284,0.736495724,0.021058333
0.009999216,0.664702113,0.020010841
0.010343614,0.609603867,0.018608004
0.010699875,0.557755576,0.015580733
0.011068406,0.513140472,0.01486887
0.01144963,0.473124568,0.012645912
0.011843985,0.436008271,0.011303693
0.012251922,0.403892707,0.01047264
0.01267391,0.375480826,0.009201784
0.013110432,0.348810764,0.008126477
0.013561989,0.324768977,0.007228822
0.014029099,0.305450298,0.007011236
0.014512297,0.288234766,0.006283214
0.015012137,0.270378245,0.005661229
0.015529194,0.256845217,0.004921134
0.016064059,0.240614841,0.004316907
0.016617347,0.22930772,0.003948611
0.017189691,0.2199135,0.003564474
0.017781748,0.210404129,0.003381875
0.018394197,0.202544821,0.00299391
0.01902774,0.195331772,0.002758272
0.019683105,0.189314573,0.002562849
0.020361041,0.18402208,0.00244603
0.021062328,0.179610307,0.00227791
0.021787768,0.176174255,0.002178838
0.022538195,0.172959864,0.001969559
0.023314468,0.169811578,0.001912482
0.024117478,0.16755361,0.001804886
0.024948146,0.165581226,0.001714407
0.025807424,0.164111935,0.001663106
0.026696298,0.161573324,0.001548698
0.027615787,0.159943361,0.001518911
0.028566946,0.157815549,0.001529679
0.029550865,0.156321273,0.001431121
0.030568673,0.154244361,0.001422756
0.031621536,0.151999151,0.001335687
0.032710663,0.149678756,0.001305233
0.033837302,0.146426017,0.001257725
0.035002746,0.143835094,0.001276307
0.03620833,0.140714959,0.001201232
0.037455438,0.137080279,0.001110798
0.0387455,0.13302421,0.001062632
0.040079994,0.128295438,0.000985908
0.041460452,0.12288901,0.000925372
0.042888456,0.118038955,0.000839828
0.044365645,0.112843462,0.000782722
0.045893712,0.107514744,0.000714416
0.047474409,0.10227062,0.000658591
0.049109549,0.097300317,0.000609187
0.050801008,0.092564098,0.000568423
0.052550725,0.088631177,0.000557597
0.054360707,0.085433305,0.00052287
0.05623303,0.082949657,0.00048154
0.05816984,0.081355819,0.000449443
0.060173358,0.080381253,0.000429971
0.062245883,0.080241588,0.000412297
0.064389791,0.080320235,0.000397675
0.066607541,0.080801328,0.000390268
0.068901676,0.080962373,0.000380646
0.071274826,0.080828069,0.000387685
