qValue,rValue,sValue
0.0035,10.8613306,1.98351753
0.003620549,13.9661474,2.55039569
0.00374525,11.2835554,1.08748129
0.003874246,9.43173335,0.702613934
0.004007685,11.249386,1.5227605
0.00414572,12.1252326,1.11482111
0.004288509,11.0801811,0.611312688
0.004436216,8.71792895,0.491369215
0.004589011,8.25037809,0.675659535
0.004747068,7.51475362,0.486895873
0.00491057,6.68599849,0.369316974
0.005079702,6.00162028,0.331157867
0.00525466,5.23941362,0.338908682
0.005435644,4.63477298,0.226611055
0.005622862,4.18549229,0.22111098
0.005816528,3.64501555,0.192521696
0.006016864,3.23708589,0.148020672
0.0062241,2.84599117,0.134533517
0.006438474,2.59550787,0.131719747
0.006660232,2.28053554,0.093278945
0.006889627,2.0980651,0.106416641
0.007126923,1.85081663,0.070592666
0.007372393,1.66774242,0.076248227
0.007626317,1.52197552,0.060745972
0.007888987,1.34360048,0.046458971
0.008160704,1.23009336,0.053042787
0.00844178,1.1101141,0.03647622
0.008732536,1.00672097,0.035451343
0.009033307,0.911920869,0.030471405
0.009344437,0.842128981,0.031466264
0.009666284,0.765265864,0.021883632
0.009999216,0.695117282,0.02092888
0.010343614,0.639401181,0.019516137
0.010699875,0.587256349,0.016405512
0.011068406,0.545044296,0.015789365
0.01144963,0.506074989,0.013530472
0.011843985,0.466409375,0.012091151
0.012251922,0.436110062,0.011311368
0.01267391,0.410291625,0.0100546
0.013110432,0.382495459,0.008913159
0.013561989,0.356460314,0.007934867
0.014029099,0.33578656,0.007705137
0.014512297,0.318679241,0.006944528
0.015012137,0.301638443,0.006312983
0.015529194,0.285565921,0.005471014
0.016064059,0.272994296,0.004898093
0.016617347,0.260077668,0.004477737
0.017189691,0.251281281,0.004071334
0.017781748,0.242749438,0.003899979
0.018394197,0.234257036,0.003461162
0.01902774,0.227779619,0.003214496
0.019683105,0.221768359,0.003000799
0.020361041,0.216371985,0.002873836
0.021062328,0.211689494,0.00268245
0.021787768,0.207954692,0.00257017
0.022538195,0.204297696,0.00232444
0.023314468,0.201211293,0.002263378
0.024117478,0.197951211,0.002129966
0.024948146,0.194765542,0.002014994
0.025807424,0.191966103,0.001944116
0.026696298,0.189259683,0.001812843
0.027615787,0.187183286,0.001776696
